GHCN_ID,Lat,Lon,Elev,State,Name,Probability_of_Snow_Depth_GT_0,Median_of_Snow_Depth_GT_0_inches,Probability_of_Snowfall_GT_0,Median_of_Snowfall_GT_0_inches
USC00449301,36.9317,-81.0942,746.8,VA,WYTHEVILLE 1 S,16%,2,9%,-6666
USC00440792,37.0997,-81.1161,609.6,VA,BLAND,19%,2,8%,-6666
USW00013883,33.9486,-81.1186,70.4,SC,COLUMBIA,1%,-6666,1%,-6666
USW00003872,37.7836,-81.1231,766.3,WV,BECKLEY RALEIGH CO,30%,3,28%,1
USC00383906,32.8442,-81.1244,29,SC,HAMPTON 1S,0%,-6666,1%,-6666
USC00082298,26.6033,-81.1292,6.1,FL,DEVILS GARDEN,0%,-9999,0%,-9999
USC00316256,36.1631,-81.1494,341.4,NC,NORTH WILKESBORO,7%,-6666,2%,-6666
USC00333780,41.3,-81.15,374.9,OH,HIRAM,52%,3,26%,1.5
USC00461330,39.2047,-81.1572,231.6,WV,CAIRO,18%,1,11%,1
USC00331458,41.5833,-81.1833,344.4,OH,CHARDON,61%,5,36%,1.9
USC00330430,39.9917,-81.185,390.1,OH,BARNESVILLE,32%,3,18%,1
USC00311990,35.8214,-81.1919,269.1,NC,CONOVER OXFORD SHOA,1%,-6666,1%,-6666
USW00003859,37.2958,-81.2078,874.8,WV,BLUEFIELD MERCER CO,25%,3,18%,0.8
USW00003822,32.13,-81.21,14,GA,SAVANNAH INTL AP,1%,-6666,0%,-6666
USC00335939,39.3933,-81.2192,203.6,OH,NEWPORT,19%,1,12%,1
USC00319555,36.1308,-81.2275,326.1,NC,W KERR SCOTT RSVR,6%,-6666,2%,-6666
USC00334728,40.8333,-81.25,356.6,OH,LOUISVILLE,39%,3,20%,1
USC00092055,32.5333,-81.2667,28,GA,CLYO 1 NNW,0%,-9999,0%,-9999
USC00386775,33.8017,-81.2744,137.2,SC,PELION 4 NW,0%,-9999,-5555,-6666
USC00087982,28.8147,-81.2778,3.7,FL,SANFORD,0%,-9999,0%,-9999
USC00097808,31.3972,-81.2811,3,GA,SAPELO ISLAND,0%,-9999,0%,-6666
USC00336949,41.1333,-81.2833,337.4,OH,RAVENNA 2 S,44%,3,24%,1
USC00087826,29.8875,-81.2917,3.7,FL,ST AUGUSTINE LH,0%,-9999,0%,-9999
USC00336389,41.75,-81.3,182.9,OH,PAINESVILLE 4 NW,37%,4,24%,1
USC00318694,36.3919,-81.3039,876.3,NC,TRANSOU,12%,3,7%,-6666
USC00082229,29.0181,-81.3106,7.6,FL,DELAND 1 SSE,0%,-9999,0%,-9999
USC00380126,33.0167,-81.3167,54.9,SC,ALLENDALE 2 NW,0%,-9999,0%,-9999
USC00386688,34.2931,-81.3181,78.6,SC,PARR,0%,-9999,-5555,-6666
USW00012815,28.4339,-81.325,27.4,FL,ORLANDO INTL AP,0%,-9999,0%,-9999
USC00314996,35.4606,-81.3289,274.3,NC,LINCOLNTON 4 W,3%,-6666,2%,-6666
USC00441209,37.0925,-81.3358,935.1,VA,BURKES GARDEN,35%,3,19%,1.3
USC00461723,38.4933,-81.3483,213.4,WV,CLENDENIN,16%,2,11%,1
USC00080236,27.1819,-81.3508,42.7,FL,ARCHBOLD BIO STN,0%,-9999,0%,-9999
USC00468384,38.8008,-81.3583,287.4,WV,SPENCER,22%,2,14%,1
USW00003810,35.7425,-81.3819,348.4,NC,HICKORY FAA AP,3%,-6666,2%,-6666
USC00082850,25.8489,-81.3897,1.5,FL,EVERGLADES,0%,-9999,0%,-9999
USW00013878,31.1522,-81.3908,4.9,GA,BRUNSWICK MALCOLM M,1%,-6666,0%,-6666
USC00084366,30.2875,-81.3928,3,FL,JACKSONVILLE BEACH,0%,-9999,0%,-6666
USC00448547,36.6542,-81.4061,865.3,VA,TROUT DALE 3 SSE,8%,-6666,3%,-6666
USC00385200,34.1942,-81.415,216.7,SC,LITTLE MTN,1%,-6666,1%,-6666
USW00003853,30.4,-81.4167,4.9,FL,MAYPORT PILOT STN,0%,-9999,0%,-6666
USC00084625,28.2764,-81.4239,18.3,FL,KISSIMMEE 2,0%,-9999,0%,-9999
USC00335894,40.4878,-81.4317,281.9,OH,NEW PHILADELPHIA,21%,3,19%,0.5
USC00334927,39.4089,-81.4328,176.8,OH,MARIETTA WWTP,14%,2,13%,0.6
USW00014895,40.9167,-81.4333,368.2,OH,AKRON CANTON RGNL A,38%,2,35%,0.6
USC00317229,35.7747,-81.4372,297.5,NC,RHODHISS HYDRO PLT,0%,-6666,0%,-6666
USW00003804,39.345,-81.4392,253.3,WV,PARKERSBURG WOOD CO,18%,2,17%,0.5
USC00084210,26.4622,-81.4406,10.7,FL,IMMOKALEE,0%,-9999,0%,-9999
USC00385232,34.7794,-81.4564,121.9,SC,LOCKHART,0%,-6666,0%,-6666
USC00082944,30.6589,-81.4636,4,FL,FERNANDINA BEACH,0%,-9999,0%,-9999
USC00083874,29.7653,-81.4697,3,FL,HASTINGS 4NE,0%,-9999,0%,-9999
USC00386293,35.0317,-81.4928,152.4,SC,NINETY NINE ISLANDS,1%,-6666,1%,-6666
USC00091340,31.1681,-81.5022,4,GA,BRUNSWICK,0%,-9999,0%,-9999
USC00082288,27.3697,-81.5136,25.9,FL,DESOTO CITY 8 SW,0%,-9999,0%,-9999
USC00081978,29.4292,-81.5158,16.2,FL,CRESCENT CITY,0%,-9999,0%,-9999
USC00080390,27.85,-81.5167,38.1,FL,BABSON PARK 1 ENE,0%,-9999,0%,-9999
USC00080369,27.5947,-81.5267,46.9,FL,AVON PARK 2 W,0%,-9999,0%,-9999
USC00317845,35.3144,-81.5336,280.4,NC,SHELBY 2 NNE,1%,-6666,1%,-6666
USC00467029,37.5742,-81.5356,390.1,WV,PINEVILLE,15%,2,9%,-6666
USC00314938,35.915,-81.5378,365.8,NC,LENOIR,2%,-6666,2%,-6666
USC00380506,33.9,-81.5389,201.2,SC,BATESBURG,0%,-9999,-5555,-6666
USC00082915,29.755,-81.5389,1.5,FL,FEDERAL POINT,0%,-9999,0%,-9999
USC00383356,35.0922,-81.5578,198.1,SC,GAFFNEY 6 E,1%,-6666,1%,-6666
USC00316602,35.9983,-81.565,387.1,NC,PATTERSON,0%,-6666,1%,-6666
USC00331197,40.0167,-81.5833,243.8,OH,CAMBRIDGE,21%,2,10%,-6666
USW00013866,38.3794,-81.59,277.4,WV,CHARLESTON YEAGER A,22%,2,20%,0.8
USC00383433,35.1381,-81.5961,182.9,SC,GASTON SHOALS,1%,-6666,0%,-6666
USC00085973,27.9378,-81.5992,38.1,FL,MTN LAKE,0%,-9999,0%,-9999
USC00311538,35.4967,-81.6131,320,NC,CASAR,1%,-6666,1%,-6666
USC00093538,31.8717,-81.6289,28,GA,FT STEWART,0%,-6666,0%,-6666
USC00310982,36.2114,-81.6442,1024.1,NC,BOONE 1 SE,19%,2,11%,1.4
USC00388786,34.6053,-81.6628,146.3,SC,UNION 8 S,1%,-6666,1%,-6666
USW00093837,30.2333,-81.6667,6.1,FL,JACKSONVILLE NAS,0%,-9999,0%,-6666
USC00315838,35.7297,-81.6728,353.6,NC,MORGANTON,2%,-6666,1%,-6666
USC00091266,32.375,-81.673,54.9,GA,BROOKLET 1 W,0%,-9999,0%,-6666
USW00012850,24.5833,-81.6833,1.8,FL,KEY WEST NAS,0%,-9999,0%,-9999
USW00013889,30.4844,-81.7019,10.1,FL,JACKSONVILLE,0%,-6666,0%,-6666
USC00099502,30.9589,-81.7072,5.5,GA,WOODBINE,0%,-9999,0%,-9999
USC00467552,38.8172,-81.7119,179.8,WV,RIPLEY,16%,2,8%,-6666
USC00084707,28.1042,-81.7144,42.1,FL,LAKE ALFRED EXP STN,0%,-9999,0%,-9999
USC00086078,26.1686,-81.7158,1.5,FL,NAPLES,0%,-9999,0%,-9999
USC00461579,38.3139,-81.7186,279.8,WV,CHARLESTON WSFO,18%,2,19%,0.7
USC00081641,28.4553,-81.7233,39.6,FL,CLERMONT 9 S,0%,-9999,0%,-9999
USC00089707,28.0153,-81.7331,44.2,FL,WINTER HAVEN,0%,-9999,0%,-9999
USC00334967,40.8833,-81.7333,341.4,OH,MARSHALLVILLE 1 SSW,37%,3,17%,1
USC00330573,39.1161,-81.7439,170.7,OH,BELLEVILLE L&D,11%,-6666,7%,-6666
USW00012836,24.555,-81.7522,1.2,FL,KEY WEST INTL AP,0%,-9999,0%,-9999
USC00387631,33.9978,-81.7747,146.3,SC,SALUDA,0%,-9999,0%,-6666
USC00085076,28.8728,-81.7844,20.7,FL,LISBON,0%,-9999,0%,-9999
USC00089401,27.5478,-81.7994,18.3,FL,WAUCHULA,0%,-9999,0%,-9999
USC00313565,36.0956,-81.8311,1615.4,NC,GRANDFATHER MTN,24%,2,16%,1.1
USC00094674,31.65,-81.8333,24.4,GA,JESUP 4 NE,0%,-9999,0%,-9999
USC00080478,27.8986,-81.8433,38.1,FL,BARTOW,0%,-9999,0%,-9999
USC00465563,38.1025,-81.8464,216.4,WV,MADISON 3NNW,16%,2,12%,0.9
USC00092716,31.65,-81.85,24.4,GA,DOCTORTOWN 1 WSW,0%,-9999,0%,-9999
USW00014820,41.4131,-81.86,232.6,OH,CLEVELAND,43%,2,35%,0.8
USW00012835,26.585,-81.8614,4.6,FL,FT MYERS PAGE FLD A,0%,-9999,0%,-9999
USC00331890,40.2403,-81.8711,231.6,OH,COSHOCTON WPC PLT,20%,2,12%,1
USC00080228,27.2181,-81.8739,9.1,FL,ARCADIA,0%,-9999,0%,-9999
USW00093832,30.2167,-81.8833,27.1,FL,JACKSONVILLE CECIL,0%,-9999,0%,-9999
USC00381530,34.2142,-81.885,144.8,SC,CHAPPELLS 2 NNW,0%,-9999,0%,-6666
USC00465600,37.7447,-81.8872,223.1,WV,MAN,11%,-6666,10%,1
USW00093824,39.9444,-81.8922,268.2,OH,ZANESVILLE MUNI AP,20%,2,17%,0.4
USC00467287,38.9189,-81.9114,177.1,WV,RACINE L&D,9%,-6666,1%,-6666
USC00388188,34.9078,-81.9139,185.9,SC,SPARTANBURG 3 SSE,1%,-6666,0%,-6666
USC00469683,38.5278,-81.9153,186.2,WV,WINFIELD LOCKS,7%,-6666,6%,-6666
USC00339312,40.7833,-81.9167,310.9,OH,WOOSTER EXP STN,38%,2,19%,0.9
USC00335297,40.55,-81.9167,249.6,OH,MILLERSBURG,23%,2,11%,1
USW00012883,28.0206,-81.9219,44.2,FL,LAKELAND,0%,-9999,0%,-9999
USC00313150,35.2653,-81.9311,301.8,NC,FOREST CITY 6 SW,2%,-6666,1%,-6666
USC00331541,41.0517,-81.9361,359.7,OH,CHIPPEWA LAKE,39%,3,16%,1
USC00093754,31.9881,-81.9522,61,GA,GLENNVILLE 3NW,0%,-9999,0%,-6666
USW00003820,33.3644,-81.9633,40.2,GA,AUGUSTA BUSH FLD AP,1%,-6666,1%,-6666
USC00440021,36.6672,-81.9653,585.2,VA,ABINGDON 3S,12%,2,6%,-6666
USC00465353,37.8717,-81.9947,192.6,WV,LOGAN,12%,2,10%,-6666
USC00087397,26.9164,-81.9983,6.1,FL,PUNTA GORDA 4 ESE,0%,-9999,0%,-9999
USC00099194,33.0725,-82.0061,82.3,GA,WAYNESBORO 2 S,0%,-9999,-5555,-6666
USC00084802,27.9914,-82.0136,41.8,FL,LAKELAND 2,0%,-9999,0%,-9999
USC00385017,34.4989,-82.0219,179.5,SC,LAURENS,0%,-6666,1%,-6666
USC00315340,35.6631,-82.0292,446.8,NC,MARION 2 NW,0%,-6666,1%,-6666
USC00332599,41.3833,-82.05,222.5,OH,ELYRIA 3 E,34%,3,23%,1
USC00331858,40.2211,-82.0667,237.7,OH,COOPERDALE,21%,2,9%,-6666
USC00337255,39.8164,-82.0722,225.6,OH,ROSEVILLE,16%,2,5%,-6666
USC00086414,29.1636,-82.0778,22.9,FL,OCALA,0%,-9999,0%,-9999
USC00095811,32.3972,-82.0819,36.6,GA,METTER,0%,-9999,0%,-6666
USC00443640,37.2822,-82.0894,356.6,VA,GRUNDY,15%,2,13%,0.6
USC00330279,39.3428,-82.0964,243.8,OH,ATHENS 1 N,16%,2,11%,0.7
USC00463846,38.2794,-82.1114,207.3,WV,HAMLIN,15%,2,12%,1
USC00093465,30.74,-82.1278,36.6,GA,FOLKSTON 9 SW,0%,-9999,0%,-9999
USC00087205,28.0236,-82.1422,36.6,FL,PLANT CITY,0%,-9999,0%,-9999
USC00311624,35.8297,-82.1769,816.9,NC,CELO 2 S,6%,-6666,5%,-6666
USC00333029,38.8203,-82.1822,173.4,OH,GALLIPOLIS,3%,-6666,3%,-6666
USC00083470,30.2717,-82.1856,39,FL,GLEN ST MARY 1 W,0%,-9999,0%,-9999
USC00314764,35.4206,-82.1878,317,NC,LAKE LURE 2,0%,-9999,1%,-6666
USC00381726,33.6631,-82.1897,115.8,SC,CLARKS HILL 1 W,0%,-9999,0%,-9999
USC00098476,31.7078,-82.1969,61,GA,SURRENCY,0%,-9999,0%,-6666
USC00333393,40.5167,-82.2,274.3,OH,GREER,34%,2,15%,1
USC00335857,39.7333,-82.2156,271.3,OH,NEW LEXINGTON 2 NW,24%,2,11%,1
USC00095863,32.8753,-82.2156,85.3,GA,MIDVILLE EXP STN,0%,-9999,0%,-9999
USC00336196,41.2667,-82.2167,248.7,OH,OBERLIN,43%,3,20%,1
USC00098351,32.4414,-82.2181,79.2,GA,STILLMORE,0%,-9999,0%,-6666
USC00331288,39.1469,-82.2194,250.5,OH,CARPENTER 2 S,13%,1,10%,0.9
USW00003870,34.8831,-82.2203,286.5,SC,GREER,2%,-6666,2%,-6666
USC00083986,28.1469,-82.2275,16.2,FL,HILLSBOROUGH RVR ST,0%,-9999,0%,-9999
USC00402806,36.3644,-82.2325,534.9,TN,ELIZABETHTON,6%,-6666,5%,-6666
USC00095858,32.8089,-82.2372,53.3,GA,MIDVILLE,0%,-9999,0%,-9999
USC00335718,39.5014,-82.2439,213.4,OH,NELSONVILLE,10%,-6666,4%,-6666
USC00388951,34.4047,-82.2489,189,SC,WARE SHOALS 2,0%,-9999,1%,-6666
USC00318744,35.2058,-82.2517,365.8,NC,TRYON,2%,-6666,2%,-6666
USC00087851,28.3378,-82.26,57.9,FL,SAINT LEO,0%,-9999,0%,-9999
USC00315923,35.7586,-82.2711,1902,NC,MT MITCHELL,41%,4,17%,2
USW00012816,29.6919,-82.2756,37.5,FL,GAINESVILLE RGNL AP,0%,-9999,0%,-9999
USC00332044,40.4397,-82.3039,295.7,OH,DANVILLE 2 W,36%,2,21%,1
USC00084289,28.8028,-82.3125,12.2,FL,INVERNESS 3 SE,0%,-9999,0%,-9999
USC00099186,31.2514,-82.3128,44.2,GA,WAYCROSS 4 NE,0%,-9999,0%,-9999
USC00086065,27.2417,-82.3161,6.1,FL,MYAKKA RIVER SP,0%,-9999,0%,-9999
USC00086880,27.6089,-82.3478,18.3,FL,PARRISH,0%,-9999,0%,-9999
USC00330256,40.8333,-82.35,385.6,OH,ASHLAND 2 SW,34%,2,17%,1
USC00310843,35.6072,-82.3594,698,NC,BLACK MTN 2 W,2%,-6666,3%,-6666
USC00093325,30.8264,-82.3606,37.8,GA,FARGO 17 NE,0%,-9999,0%,-9999
USC00081046,28.6164,-82.3658,73.2,FL,BROOKSVILLE CHIN HI,0%,-9999,0%,-9999
USC00098496,32.5806,-82.3822,97.5,GA,SWAINSBORO,0%,-9999,0%,-6666
USC00318448,35.5733,-82.385,1316.7,NC,SWANNANOA 2 SSE,17%,2,17%,0.3
USW00013861,31.25,-82.4,42.7,GA,WAYCROSS WSMO,0%,-6666,1%,-6666
USW00013877,36.4731,-82.4044,457.2,TN,BRISTOL TRI CITY AP,7%,-6666,9%,-6666
USC00335747,40.0875,-82.4128,254.5,OH,NEWARK WATER WKS,21%,2,10%,-6666
USC00152825,37.4333,-82.4167,218.8,KY,FISHTRAP LAKE,2%,-6666,1%,-6666
USC00206680,42.975,-82.4194,179.8,MI,PORT HURON,42%,3,19%,1
USC00402934,36.1422,-82.4261,524.3,TN,ERWIN 1 W,6%,-6666,5%,-6666
USC00089176,27.1006,-82.4364,2.4,FL,VENICE,0%,-9999,0%,-9999
USC00313976,35.3297,-82.4492,658.4,NC,HENDERSONVILLE 1 NE,1%,-6666,2%,-6666
USC00095204,33.8,-82.4667,146.3,GA,LINCOLNTON,0%,-9999,0%,-6666
USC00331057,39.9519,-82.4817,270.4,OH,BUCKEYE LAKE 1 N,24%,2,12%,0.5
USC00335029,39.2503,-82.4822,239.3,OH,MC ARTHUR,18%,2,18%,0.5
USC00332626,39.5586,-82.4842,249.9,OH,ENTERPRISE,21%,2,8%,-6666
USC00389122,34.6531,-82.4872,262.7,SC,WEST PELZER 2 W,1%,-6666,1%,-6666
USC00441825,37.1453,-82.4911,542.5,VA,CLINTWOOD 1 W,31%,2,25%,0.8
USC00083322,29.6814,-82.4942,29,FL,GAINESVILLE 11 WNW,0%,-9999,0%,-9999
USC00381804,35.0269,-82.5011,341.4,SC,CLEVELAND 3S,0%,-9999,1%,-6666
USC00080945,27.4467,-82.5014,6.1,FL,BRADENTON 5 ESE,0%,-9999,0%,-9999
USW00013870,31.5358,-82.5067,58.8,GA,ALMA BACON CO AP,0%,-6666,0%,-6666
USW00014891,40.8203,-82.5178,394.7,OH,MANSFIELD LAHM MUNI,40%,2,30%,0.6
USC00338565,40.2061,-82.52,345.9,OH,UTICA 4 WSW,35%,2,18%,0.6
USC00464397,38.4014,-82.5267,158.5,WV,HUNTINGTON SEWAGE P,6%,-6666,6%,-6666
USC00404858,36.5194,-82.5275,391.4,TN,KINGSPORT,5%,-6666,3%,-6666
USW00003812,35.4319,-82.5375,645.3,NC,ASHEVILLE RGNL AP,6%,-6666,5%,-6666
USC00449215,36.9986,-82.5389,776.9,VA,WISE 3E,21%,2,23%,0.8
USW00012842,27.9619,-82.5403,5.8,FL,TAMPA INTL AP,0%,-9999,0%,-9999
USW00003860,38.365,-82.555,251.2,WV,HUNTINGTON TRI STAT,15%,2,15%,0.5
USW00013872,35.5953,-82.5567,682.1,NC,ASHEVILLE,7%,-6666,10%,-6666
USC00313106,35.4267,-82.5575,630.9,NC,FLETCHER 3 W,3%,-6666,2%,-6666
USC00380204,34.2558,-82.5656,205.7,SC,ANTREVILLE,0%,-9999,0%,-9999
USC00156360,37.5333,-82.5833,204.2,KY,PIKEVILLE KSP POST,1%,-6666,1%,-6666
USC00381277,34.0906,-82.5883,161.5,SC,CALHOUN FALLS,0%,-6666,0%,-6666
USC00084731,30.1853,-82.5942,59.4,FL,LAKE CITY 2 E,0%,-9999,0%,-9999
USC00093695,33.2261,-82.595,126.8,GA,GIBSON,0%,-6666,0%,-6666
USC00310724,35.5044,-82.5967,643.1,NC,BENT CREEK,4%,-6666,1%,-6666
USC00083956,29.8286,-82.5972,19.8,FL,HIGH SPRINGS,0%,-9999,0%,-9999
USC00336118,41.2667,-82.6167,204.2,OH,NORWALK WWTP,35%,2,17%,1
USC00381256,35.1072,-82.6256,975.4,SC,CAESARS HEAD,4%,-6666,2%,-6666
USW00092806,27.7628,-82.6261,2.4,FL,ST PETERSBURG AP,0%,-9999,0%,-9999
USC00446173,37.1244,-82.6339,510.5,VA,NORTH FORK LAKE,11%,1,7%,-6666
USC00316805,35.2719,-82.6475,667.5,NC,PISGAH FOREST 3 NE,3%,-6666,2%,-6666
USC00380165,34.5283,-82.6606,243.8,SC,ANDERSON,0%,-6666,1%,-6666
USC00315356,35.8036,-82.6658,609.6,NC,MARSHALL,10%,-6666,7%,-6666
USC00311420,35.5453,-82.6986,718.4,NC,CANDLER 1W,12%,3,3%,-6666
USC00099157,33.7264,-82.7058,189,GA,WASHINGTON 2 ESE,0%,-6666,0%,-6666
USC00334004,39.08,-82.7078,243.8,OH,JACKSON 3 NW,18%,2,11%,0.9
USW00093846,34.4978,-82.7097,231.6,SC,ANDERSON CO AP,1%,-6666,1%,-6666
USW00014846,41.45,-82.7167,178,OH,SANDUSKY,24%,3,9%,-6666
USC00386831,34.8814,-82.7189,354.2,SC,PICKENS,0%,-6666,0%,-6666
USC00334434,39.4667,-82.7333,231.6,OH,LAURELVILLE,12%,3,6%,-6666
USC00088824,28.1522,-82.7539,2.4,FL,TARPON SPGS SEWAGE,0%,-9999,0%,-9999
USC00440735,36.8628,-82.7711,446.2,VA,BIG STONE GAP,4%,-6666,4%,-6666
USC00333021,40.7236,-82.8,356.6,OH,GALION WTR WKS,32%,2,18%,1
USC00094429,31.0767,-82.8003,57,GA,HOMERVILLE 5 N,0%,-9999,0%,-6666
USC00209188,43.1447,-82.8011,249.9,MI,YALE 1 NNW,52%,3,23%,0.9
USC00097777,32.9744,-82.8045,137.5,GA,SANDERSVILLE,0%,-9999,0%,-6666
USW00014804,42.6083,-82.8183,176.8,MI,MT CLEMENS ANG BASE,37%,3,25%,0.6
USC00089120,29.4083,-82.8186,10.1,FL,USHER TWR,0%,-9999,0%,-9999
USC00381770,34.6603,-82.8236,251.2,SC,CLEMSON UNIV,1%,-6666,1%,-6666
USC00403679,36.1056,-82.8436,402.3,TN,GREENEVILLE EXP STN,5%,-6666,5%,-6666
USC00093060,34.1406,-82.855,164.6,GA,ELBERTON 2 N,0%,-6666,0%,-6666
USC00154848,38.6439,-82.8628,163.7,KY,LLOYD GREENUP DAM,4%,-6666,4%,-6666
USW00014821,39.9914,-82.8808,246.9,OH,COLUMBUS PORT COLUM,23%,2,24%,0.5
USC00336781,38.7569,-82.8872,164.6,OH,PORTSMOUTH-SCIOTOVI,7%,-6666,4%,-6666
USC00203477,42.4078,-82.8892,186.8,MI,GROSSE POINTE FARMS,36%,4,13%,1.2
USC00092839,32.5575,-82.9036,70.1,GA,DUBLIN,0%,-9999,-5555,-6666
USC00153389,38.3353,-82.9075,176.8,KY,GRAYSON 2 E,11%,2,13%,0.8
USC00331783,39.9047,-82.92,231.6,OH,COLUMBUS VLY CROSSI,12%,3,9%,-6666
USC00094133,34.3519,-82.93,210.3,GA,HARTWELL,1%,-6666,1%,-6666
USC00338951,40.1264,-82.9433,246.9,OH,WESTERVILLE,22%,2,15%,0.5
USC00084394,30.5228,-82.9447,44.8,FL,JASPER,0%,-9999,0%,-6666
USC00331592,39.6106,-82.9547,205.1,OH,CIRCLEVILLE,17%,2,9%,-6666
USC00314788,35.115,-82.9567,938.8,NC,LAKE TOXAWAY 2 SW,9%,-6666,4%,-6666
USC00085099,30.2889,-82.965,36.6,FL,LIVE OAK,0%,-6666,0%,-6666
USC00098223,33.2725,-82.9669,173.7,GA,SPARTA,0%,-9999,-5555,-6666
USC00319147,35.4867,-82.9683,810.2,NC,WAYNESVILLE 1 E,7%,-6666,5%,-6666
USC00331072,40.8128,-82.9694,291.1,OH,BUCYRUS,28%,2,19%,0.5
USC00407884,36.4161,-82.9839,413,TN,ROGERSVILLE 1 NE,3%,-6666,2%,-6666
USC00153398,38.2514,-82.9886,217.9,KY,GRAYSON LAKE,5%,-6666,3%,-6666
USC00157431,37.0875,-82.9925,365.8,KY,SKYLINE 1 SE,14%,2,9%,-6666
USC00200417,43.8081,-82.9939,217.9,MI,BAD AXE,62%,3,31%,0.7
USC00446626,36.7381,-82.9967,448.1,VA,PENNINGTON GAP,6%,-6666,5%,-6666
USC00151640,36.8833,-83.0167,548.6,KY,CLOSPLINT 4 ESE,12%,2,13%,1
USC00151318,37.2333,-83.0333,309.1,KY,CARR FORK LAKE,9%,-6666,8%,-6666
USC00091132,34.2,-83.0333,239.3,GA,BOWMAN,0%,-9999,0%,-9999
USC00384581,34.9831,-83.0678,762,SC,JOCASSEE 8 WNW,1%,-6666,1%,-6666
USC00388887,34.7483,-83.0842,298.7,SC,WALHALLA,1%,-6666,1%,-6666
USC00311564,35.6375,-83.0956,807.7,NC,CATALOOCHEE,5%,-6666,4%,-6666
USC00319123,35.7742,-83.0981,438.9,NC,WATERVILLE 2,2%,-6666,1%,-6666
USC00082008,29.6333,-83.1053,12.8,FL,CROSS CITY 1 E,0%,-9999,0%,-9999
USC00332974,41.3333,-83.1167,182.9,OH,FREMONT,25%,2,13%,1
USC00338313,41.1167,-83.1667,225.6,OH,TIFFIN,38%,3,16%,1
USC00312200,35.3117,-83.1747,668.1,NC,CULLOWHEE,2%,-6666,3%,-6666
USC00085539,30.1064,-83.1819,19.8,FL,MAYO,0%,-9999,0%,-9999
USC00314055,35.0567,-83.1983,1173.5,NC,HIGHLANDS,7%,-6666,5%,-6666
USC00336861,40.4833,-83.2,278.9,OH,PROSPECT,36%,2,12%,1
USC00406534,35.9833,-83.2008,315.8,TN,NEWPORT 1 NW,4%,-6666,2%,-6666
USC00202015,42.3194,-83.2378,184.4,MI,DEARBORN,41%,4,18%,1
USC00094594,32.8294,-83.2389,157,GA,IRWINTON 4 WNW,0%,-9999,-5555,-6666
USC00091619,34.43,-83.2478,264,GA,CARNESVILLE 4 N,0%,-6666,0%,-6666
USC00095874,33.0831,-83.2497,112.2,GA,MILLEDGEVILLE,0%,-9999,0%,-6666
USC00092532,32.6,-83.25,137.2,GA,DANVILLE,0%,-9999,-5555,-6666
USC00093386,31.7108,-83.2517,112.8,GA,FITZGERALD,0%,-6666,0%,-6666
USC00206658,42.6389,-83.2556,271.3,MI,PONTIAC WWTP,49%,2,21%,0.7
USC00203628,44.6819,-83.2808,178.3,MI,HARRISVILLE 2NNE,60%,4,27%,0.9
USC00099486,33.9664,-83.2911,271.3,GA,WINTERVILLE,1%,-6666,0%,-6666
USC00158551,36.9383,-83.3011,237.7,KY,WEST LIBERTY 3NW,9%,-6666,5%,-6666
USC00088565,29.7236,-83.3061,10.7,FL,STEINHATCHEE 6 ENE,0%,-9999,0%,-9999
USC00204655,43.0608,-83.3075,249.9,MI,LAPEER WWTP,50%,3,19%,1
USC00090010,31.9381,-83.3078,73.2,GA,ABBEVILLE 4S,0%,-9999,0%,-9999
USW00003889,37.5908,-83.3131,415.7,KY,JACKSON,18%,2,18%,0.5
USW00013873,33.9481,-83.3275,239.3,GA,ATHENS BEN EPPS AP,1%,-6666,1%,-6666
USW00094847,42.2314,-83.3308,192.3,MI,DETROIT METRO AP,37%,3,28%,0.5
USC00098740,34.5786,-83.3319,308.5,GA,TOCCOA,0%,-6666,1%,-6666
USC00334979,40.2411,-83.3669,304.8,OH,MARYSVILLE,27%,2,13%,0.7
USC00201299,43.4839,-83.3919,210.3,MI,CARO WWTP,52%,3,22%,1
USC00406272,36.1683,-83.4028,402.3,TN,MORRISTOWN WFO,5%,-6666,9%,-6666
USC00085275,30.4517,-83.4119,36.6,FL,MADISON,0%,-6666,0%,-6666
USC00338794,39.5467,-83.4153,301.8,OH,WASHINGTON COURT HO,19%,2,10%,-6666
USC00312102,35.0592,-83.4314,685.5,NC,COWEETA EXP STN,2%,-6666,1%,-6666
USC00339050,38.805,-83.4356,240.8,OH,WEST UNION 6 ENE,22%,2,14%,0.5
USC00094170,32.2842,-83.4681,74.7,GA,HAWKINSVILLE,0%,-9999,-5555,-6666
USC00404613,36.1222,-83.4739,337.7,TN,JEFFERSON CITY,1%,-6666,1%,-6666
USC00098703,31.4461,-83.4767,115.8,GA,TIFTON,0%,-9999,0%,-9999
USC00337538,39.7339,-83.4775,326.1,OH,SEDALIA,24%,2,9%,-6666
USC00202423,44.2839,-83.5036,178.6,MI,EAST TAWAS,58%,4,25%,0.8
USC00092283,34.5181,-83.5286,448.1,GA,CORNELIA,0%,-6666,0%,-6666
USC00152791,38.1228,-83.5328,256,KY,CAVE RUN  LAKE,11%,2,8%,-6666
USC00098950,33.8722,-83.5358,256,GA,U OF GA PLT SCI,0%,-9999,-5555,-6666
USC00403420,35.6878,-83.5369,443.2,TN,GATLINBURG 2 SW,5%,-6666,4%,-6666
USC00408868,36.465,-83.5603,416.1,TN,TAZEWELL,7%,-6666,6%,-6666
